"NDB_No","Shrt_Desc","Water_.g.","Energ_Kcal","Protein_.g.","Lipid_Tot_.g.","Ash_.g.","Carbohydrt_.g.","Fiber_TD_.g.","Sugar_Tot_.g.","Calcium_.mg.","Iron_.mg.","Magnesium_.mg.","Phosphorus_.mg.","Potassium_.mg.","Sodium_.mg.","Zinc_.mg.","Copper_mg.","Manganese_.mg.","Selenium_.µg.","Vit_C_.mg.","Thiamin_.mg.","Riboflavin_.mg.","Niacin_.mg.","Panto_Acid_mg.","Vit_B6_.mg.","Folate_Tot_.µg.","Folic_Acid_.µg.","Food_Folate_.µg.","Folate_DFE_.µg.","Choline_Tot_..mg.","Vit_B12_.µg.","Vit_A_IU","Vit_A_RAE","Retinol_.µg.","Alpha_Carot_.µg.","Beta_Carot_.µg.","Beta_Crypt_.µg.","Lycopene_.µg.","Lut.Zea_..µg.","Vit_E_.mg.","Vit_D_µg","Vit_D_IU","Vit_K_.µg.","FA_Sat_.g.","FA_Mono_.g.","FA_Poly_.g.","Cholestrl_.mg."
9159,"LIMES,RAW",88.26,30,0.7,0.2,0.3,10.54,2.8,1.69,33,0.6,6,18,102,2,0.11,0.065,0.008,0.4,29.1,0.03,0.02,0.2,0.217,0.043,8,0,8,8,5.1,0,50,2,0,0,30,0,0,0,0.22,0,0,0.6,0.022,0.019,0.055,0
15147,"LOBSTER,NORTHERN,RAW",80.95,77,16.52,0.75,1.88,0,0,0,84,0.26,38,161,200,423,3.53,1.349,0.056,63.6,0,0.02,0.014,1.591,1.449,0.104,10,0,10,10,70.3,1.25,4,1,1,0,0,0,0,0,0.87,0,1,0,0.181,0.22,0.296,127
15046,"MACKEREL,ATLANTIC,RAW",63.55,205,18.6,13.89,1.35,0,0,0,12,1.63,76,217,314,90,0.63,0.073,0.015,44.1,0.4,0.176,0.312,9.08,0.856,0.399,1,0,1,1,65,8.71,167,50,50,0,0,0,0,0,1.52,16.1,643,5,3.257,5.456,3.35,70
9176,"MANGOS,RAW",83.46,60,0.82,0.38,0.36,14.98,1.6,13.66,11,0.16,10,14,168,1,0.09,0.111,0.063,0.6,36.4,0.028,0.038,0.669,0.197,0.119,43,0,43,43,7.6,0,1082,54,0,9,640,10,3,23,0.9,0,0,4.2,0.092,0.14,0.071,0
9181,"MELONS,CANTALOUPE,RAW",90.15,34,0.84,0.19,0.65,8.16,0.9,7.86,9,0.21,12,15,267,16,0.18,0.041,0.041,0.4,36.7,0.041,0.019,0.734,0.105,0.072,21,0,21,21,7.6,0,3382,169,0,16,2020,1,0,26,0.05,0,0,2.5,0.051,0.003,0.081,0
15055,"MULLET,STRIPED,RAW",77.01,117,19.35,3.79,1.2,0,0,0,41,1.02,29,221,357,65,0.52,0.051,0.016,36.5,1.2,0.09,0.08,5.2,0.76,0.425,9,0,9,9,70.2,0.22,123,37,37,0,0,0,0,0,1,1.5,61,0.1,1.116,1.078,0.715,49
16080,"MUNG BNS,MATURE SEEDS,RAW",9.05,347,23.86,1.15,3.32,62.62,16.3,6.6,132,6.74,189,367,1246,15,2.68,0.941,1.035,8.2,4.8,0.621,0.233,2.251,1.91,0.382,625,0,625,625,97.9,0,114,6,0,0,68,0,0,0,0.51,0,0,9,0.348,0.161,0.384,0
11993,"MUSHROOMS,MAITAKE,RAW",90.37,31,1.94,0.19,0.53,6.97,2.7,2.07,1,0.3,10,74,204,1,0.75,0.252,0.059,2.2,0,0.146,0.242,6.585,0.27,0.056,21,0,21,21,51.1,0,0,0,0,0,0,0,0,0,0.01,28.1,1123,0,0.03,0.03,0.09,0
11987,"MUSHROOMS,OYSTER,RAW",89.18,33,3.31,0.41,1.01,6.09,2.3,1.11,3,1.33,18,120,420,18,0.77,0.244,0.113,2.6,0,0.125,0.349,4.956,1.294,0.11,38,0,38,38,48.7,0,48,2,0,0,29,0,0,0,0,0.7,29,0,0.062,0.031,0.123,0
11260,"MUSHROOMS,WHITE,RAW",92.45,22,3.09,0.34,0.85,3.26,1,1.98,3,0.5,9,86,318,5,0.52,0.318,0.047,9.3,2.1,0.081,0.402,3.607,1.497,0.104,17,0,17,17,17.3,0.04,0,0,0,0,0,0,0,0,0.01,0.2,7,0,0.05,0,0.16,0
15164,"MUSSEL,BLUE,RAW",80.58,86,11.9,2.24,1.59,3.69,0,0,26,3.95,34,197,320,286,1.6,0.094,3.4,44.8,8,0.16,0.21,1.6,0.5,0.05,42,0,42,42,65,12,160,48,48,0,0,0,0,0,0.55,0,0,0.1,0.425,0.507,0.606,28
9191,"NECTARINES,RAW",87.59,44,1.06,0.32,0.48,10.55,1.7,7.89,6,0.28,9,26,201,0,0.17,0.086,0.054,0,5.4,0.034,0.027,1.125,0.185,0.025,5,0,5,5,6.2,0,332,17,0,0,150,98,0,130,0.77,0,0,2.2,0.025,0.088,0.113,0
11963,"NOPALES,RAW",94.12,16,1.32,0.09,1.14,3.33,2.2,1.15,164,0.59,52,16,257,21,0.25,0.052,0.457,0.7,9.3,0.012,0.041,0.41,0.167,0.07,3,0,3,3,7.3,0,457,23,0,48,250,0,0,0,0,0,0,5.3,0.016,0.018,0.05,0
20033,"OAT BRAN,RAW",6.55,246,17.3,7.03,2.89,66.22,15.4,1.45,58,5.41,235,734,566,4,3.11,0.403,5.63,45.2,0,1.17,0.22,0.934,1.494,0.165,52,0,52,52,32.2,0,0,0,0,0,0,0,0,180,1.01,0,0,3.2,1.328,2.376,2.766,0
15057,"OCEAN PERCH,ATLANTIC,RAW",83.07,79,15.31,1.54,1.2,0,0,0,28,0.22,23,248,187,287,0.29,0.021,0.011,28.6,0,0.04,0.048,1.005,0.272,0.073,9,0,9,9,65,1.5,40,12,12,0,0,0,0,0,0.76,1.2,48,0.1,0.273,0.475,0.304,52
15166,"OCTOPUS,COMMON,RAW",80.25,82,14.91,1.04,1.6,2.2,0,0,53,5.3,30,186,350,230,1.68,0.435,0.025,44.8,5,0.03,0.04,2.1,0.5,0.36,16,0,16,16,65,20,150,45,45,0,0,0,0,0,1.2,0,0,0.1,0.227,0.162,0.239,48
11278,"OKRA,RAW",89.58,33,1.93,0.19,0.86,7.45,3.2,1.48,82,0.62,57,61,299,7,0.58,0.109,0.788,0.7,23,0.2,0.06,1,0.245,0.215,60,0,60,60,12.3,0,716,36,0,27,416,0,0,280,0.27,0,0,31.3,0.026,0.017,0.027,0
11282,"ONIONS,RAW",89.11,40,1.1,0.1,0.35,9.34,1.7,4.24,23,0.21,10,29,146,4,0.17,0.039,0.129,0.5,7.4,0.046,0.027,0.116,0.123,0.12,19,0,19,19,6.1,0,2,0,0,0,1,0,0,4,0.02,0,0,0.4,0.042,0.013,0.017,0
9206,"ORANGE JUICE,RAW",88.3,45,0.7,0.2,0.4,10.4,0.2,8.4,11,0.2,11,17,200,1,0.05,0.044,0.014,0.1,50,0.09,0.03,0.4,0.19,0.04,30,0,30,30,6.2,0,200,10,0,6,33,169,0,115,0.04,0,0,0.1,0.024,0.036,0.04,0
9200,"ORANGES,RAW,ALL COMM VAR",86.75,47,0.94,0.12,0.44,11.75,2.4,9.35,40,0.1,10,14,181,0,0.07,0.045,0.025,0.5,53.2,0.087,0.04,0.282,0.25,0.06,30,0,30,30,8.4,0,225,11,0,11,71,116,0,129,0.18,0,0,0,0.015,0.023,0.025,0
15167,"OYSTER,EASTERN,WILD,RAW",89.04,51,5.71,1.71,0.82,2.72,0,0.62,59,4.61,18,97,156,85,39.3,2.858,0.296,19.7,0,0.018,0.09,0.925,0.223,0.031,7,0,7,7,65,8.75,44,13,13,0,0,0,0,0,0.85,0,1,1,0.474,0.253,0.528,40
9226,"PAPAYAS,RAW",88.06,43,0.47,0.26,0.39,10.82,1.7,7.82,20,0.25,21,10,182,8,0.08,0.045,0.04,0.6,60.9,0.023,0.027,0.357,0.191,0.038,37,0,37,37,6.1,0,950,47,0,2,274,589,1828,89,0.3,0,0,2.6,0.081,0.072,0.058,0
9236,"PEACHES,YEL,RAW",88.87,39,0.91,0.25,0.43,9.54,1.5,8.39,6,0.25,9,20,190,0,0.17,0.068,0.061,0.1,6.6,0.024,0.031,0.806,0.153,0.025,4,0,4,4,6.1,0,326,16,0,0,162,67,0,91,0.73,0,0,2.6,0.019,0.067,0.086,0
16087,"PEANUTS,ALL TYPES,RAW",6.5,567,25.8,49.24,2.33,16.13,8.5,4.72,92,4.58,168,376,705,18,3.27,1.144,1.934,7.2,0,0.64,0.135,12.066,1.767,0.348,240,0,240,240,52.5,0,0,0,0,0,0,0,0,0,8.33,0,0,0,6.279,24.426,15.558,0
9340,"PEARS,ASIAN,RAW",88.25,42,0.5,0.23,0.37,10.65,3.6,7.05,4,0,8,11,121,0,0.02,0.05,0.06,0.1,3.8,0.009,0.01,0.219,0.07,0.022,8,0,8,8,5.1,0,0,0,0,0,0,0,0,50,0.12,0,0,4.5,0.012,0.049,0.055,0
9252,"PEARS,RAW",83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0,25,1,0,1,14,2,0,44,0.12,0,0,4.4,0.022,0.084,0.094,0
11304,"PEAS,GREEN,RAW",78.86,81,5.42,0.4,0.87,14.45,5.7,5.67,25,1.47,33,108,244,5,1.24,0.176,0.41,1.8,40,0.266,0.132,2.09,0.104,0.169,65,0,65,65,28.4,0,765,38,0,21,449,0,0,2477,0.13,0,0,24.8,0.071,0.035,0.187,0
11670,"PEPPERS,HOT CHILI,GRN,RAW",87.74,40,2,0.2,0.6,9.46,1.5,5.1,18,1.2,25,46,340,7,0.3,0.174,0.237,0.5,242.5,0.09,0.09,0.95,0.061,0.278,23,0,23,23,11.1,0,1179,59,0,23,671,50,0,725,0.69,0,0,14.3,0.021,0.011,0.109,0
11819,"PEPPERS,HOT CHILI,RED,RAW",88.02,40,1.87,0.44,0.87,8.81,1.5,5.3,14,1.03,23,43,322,9,0.26,0.129,0.187,0.5,143.7,0.072,0.086,1.244,0.201,0.506,23,0,23,23,10.9,0,952,48,0,36,534,40,0,709,0.69,0,0,14,0.042,0.024,0.239,0
11333,"PEPPERS,SWT,GRN,RAW",93.89,20,0.86,0.17,0.43,4.64,1.7,2.4,10,0.34,10,20,175,3,0.13,0.066,0.122,0,80.4,0.057,0.028,0.48,0.099,0.224,10,0,10,10,5.5,0,370,18,0,21,208,7,0,341,0.37,0,0,7.4,0.058,0.008,0.062,0
11821,"PEPPERS,SWT,RED,RAW",92.21,31,0.99,0.3,0.47,6.03,2.1,4.2,7,0.43,12,26,211,4,0.25,0.017,0.112,0.1,127.7,0.054,0.085,0.979,0.317,0.291,46,0,46,46,5.6,0,3131,157,0,20,1624,490,0,51,1.58,0,0,4.9,0.027,0.003,0.07,0
11344,"PIGEONPEAS,IMMAT SEEDS,RAW",65.88,136,7.2,1.64,1.4,23.88,5.1,3,42,1.6,68,127,552,5,1.04,0.134,0.574,1.5,39,0.4,0.17,2.2,0.68,0.068,173,0,173,173,45.8,0,67,3,0,0,40,0,0,190,0.39,0,0,24,0.354,0.013,0.873,0
15062,"PIKE,NORTHERN,RAW",78.92,88,19.26,0.69,1.2,0,0,0,57,0.55,31,220,259,39,0.67,0.051,0.24,12.6,3.8,0.058,0.063,2.3,0.75,0.117,15,0,15,15,65,2,70,21,21,0,0,0,0,0,0.2,2.5,99,0.1,0.118,0.157,0.202,39
9266,"PINEAPPLE,RAW,ALL VAR",86,50,0.54,0.12,0.22,13.12,1.4,9.85,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0,58,3,0,0,35,0,0,0,0.02,0,0,0.7,0.009,0.013,0.04,0
9279,"PLUMS,RAW",87.23,46,0.7,0.28,0.37,11.42,1.4,9.92,6,0.17,7,16,157,0,0.1,0.057,0.052,0,9.5,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,0,345,17,0,0,190,35,0,73,0.26,0,0,6.4,0.017,0.134,0.044,0
9286,"POMEGRANATES,RAW",77.93,83,1.67,1.17,0.53,18.7,4,13.67,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38,0,38,38,7.6,0,0,0,0,0,0,0,0,0,0.6,0,0,16.4,0.12,0.093,0.079,0
15068,"POMPANO,FLORIDA,RAW",71.12,164,18.48,9.47,1.1,0,0,0,22,0.6,27,195,381,65,0.72,0.038,0.013,36.5,0,0.56,0.12,3,0.75,0.2,15,0,15,15,51.5,1.3,132,40,40,0,0,0,0,0,0.18,11,439,0.1,3.509,2.586,1.137,50
10060,"PORK  FRSH  LOIN  TENDERLOIN   LN ONLY  RAW",76,109,20.95,2.17,1.03,0,0,0,5,0.98,27,247,399,53,1.89,0.09,0.015,30.8,0,0.998,0.342,6.684,0.846,0.777,0,0,0,0,80.8,0.51,0,0,0,0,0,0,0,0,0.22,0.2,8,0,0.698,0.792,0.367,65
10006,"PORK,FRSH,FAT,RAW",24.76,632,9.25,65.7,0.51,0,0,0,14,0.26,6,84,333,47,0.6,0.067,0,9,0,0.16,0.09,2.63,0.43,0.143,0,0,0,0,31,0.67,86,26,26,0,0,0,0,0,0.42,1.7,69,0,21.979,28.041,13.186,72
11352,"POTATOES,FLESH & SKN,RAW",79.25,77,2.05,0.09,1.11,17.49,2.1,0.82,12,0.81,23,57,425,6,0.3,0.11,0.153,0.4,19.7,0.081,0.032,1.061,0.295,0.298,15,0,15,15,12.1,0,2,0,0,0,1,0,0,9,0.01,0,0,2,0.025,0.002,0.042,0
11422,"PUMPKIN,RAW",91.6,26,1,0.1,0.8,6.5,0.5,2.76,21,0.8,12,44,340,1,0.32,0.127,0.125,0.3,9,0.05,0.11,0.6,0.298,0.061,16,0,16,16,8.2,0,8513,426,0,4016,3100,0,0,1500,1.06,0,0,1.1,0.052,0.013,0.005,0
11429,"RADISHES,RAW",95.27,16,0.68,0.1,0.55,3.4,1.6,1.86,25,0.34,10,20,233,39,0.28,0.05,0.069,0.6,14.8,0.012,0.039,0.254,0.165,0.071,25,0,25,25,6.5,0,7,0,0,0,4,0,0,10,0,0,0,1.3,0.032,0.017,0.048,0
9302,"RASPBERRIES,RAW",85.75,52,1.2,0.65,0.46,11.94,6.5,4.42,25,0.69,22,29,151,1,0.42,0.09,0.67,0.2,26.2,0.032,0.038,0.598,0.329,0.055,21,0,21,21,12.3,0,33,2,0,16,12,0,0,136,0.87,0,0,7.8,0.019,0.064,0.375,0
9307,"RHUBARB,RAW",93.61,21,0.9,0.2,0.76,4.54,1.8,1.1,86,0.22,12,14,288,4,0.1,0.021,0.196,1.1,8,0.02,0.03,0.3,0.085,0.024,7,0,7,7,6.1,0,102,5,0,0,61,0,0,170,0.27,0,0,29.3,0.053,0.039,0.099,0
20036,"RICE,BROWN,LONG-GRAIN,RAW",11.8,367,7.54,3.2,1.21,76.25,3.6,0.66,9,1.29,116,311,250,5,2.13,0.302,2.853,17.1,0,0.541,0.095,6.494,1.065,0.477,23,0,23,23,21.5,0,0,0,0,0,0,0,0,0,0.6,0,0,0.6,0.591,1.054,1,0
20044,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",11.62,365,7.13,0.66,0.64,79.95,1.3,0.12,28,4.31,25,115,115,5,1.09,0.22,1.088,15.1,0,0.576,0.049,4.192,1.014,0.164,231,223,8,387,5.8,0,0,0,0,0,0,0,0,0,0.11,0,0,0.1,0.18,0.206,0.177,0
20444,"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",11.62,365,7.13,0.66,0.64,79.95,1.3,0.12,28,0.8,25,115,115,5,1.09,0.22,1.088,15.1,0,0.07,0.049,1.6,1.014,0.164,8,0,8,8,5.8,0,0,0,0,0,0,0,0,0,0.11,0,0,0.1,0.18,0.206,0.177,0
15070,"ROCKFISH,PACIFIC,MXD SP,RAW",79.08,90,18.36,1.34,1.31,0,0,0,14,0.3,27,205,386,74,0.36,0.034,0.011,63,0,0.023,0.187,2.393,0.333,0.21,9,0,9,9,65,1.39,15,4,4,0,0,0,0,0,0.36,3.8,151,0,0.347,0.385,0.401,50
11435,"RUTABAGAS,RAW",89.43,37,1.08,0.16,0.71,8.62,2.3,4.46,43,0.44,20,53,305,12,0.24,0.032,0.131,0.7,25,0.09,0.04,0.7,0.16,0.1,21,0,21,21,14.1,0,2,0,0,0,1,1,14,19,0.3,0,0,0.3,0.027,0.025,0.088,0
15236,"SALMON,ATLANTIC,FARMED,RAW",64.89,208,20.42,13.42,1.13,0,0,0,9,0.34,27,240,363,59,0.36,0.045,0.011,24,3.9,0.207,0.155,8.672,1.547,0.636,26,0,26,26,78.5,3.23,193,58,58,0,0,0,0,0,3.55,11,441,0.5,3.05,3.77,3.886,55
15090,"SCUP,RAW",75.37,105,18.88,2.73,1.21,0,0,0,40,0.53,23,185,287,42,0.48,0.051,0.035,36.5,0,0.11,0.1,4.1,0.75,0.3,15,0,15,15,65,1.4,90,27,27,0,0,0,0,0,0.5,1.2,47,0.1,0.64,0.56,1.03,52
15091,"SEA BASS,MXD SP,RAW",78.27,97,18.43,2,1.09,0,0,0,10,0.29,41,194,256,68,0.4,0.019,0.015,36.5,0,0.11,0.12,1.6,0.75,0.4,5,0,5,5,60.8,0.3,154,46,46,0,0,0,0,0,0.84,5.6,226,0.1,0.511,0.424,0.743,41
11442,"SEAWEED,AGAR,RAW",91.32,26,0.54,0.03,1.36,6.75,0.5,0.28,54,1.86,67,5,226,9,0.58,0.061,0.373,0.7,0,0.005,0.022,0.055,0.302,0.032,85,0,85,85,6,0,0,0,0,0,0,0,0,0,0.87,0,0,2.3,0.006,0.003,0.01,0
11666,"SEAWEED,SPIRULINA,RAW",90.67,26,5.92,0.39,0.6,2.42,0.4,0.3,12,2.79,19,11,127,98,0.2,0.597,0.186,0.7,0.9,0.222,0.342,1.196,0.325,0.034,9,0,9,9,6.5,0,56,3,0,0,33,0,0,0,0.49,0,0,2.5,0.135,0.034,0.106,0
11669,"SEAWEED,WAKAME,RAW",79.99,45,3.03,0.64,7.2,9.14,0.5,0.65,150,2.18,107,80,50,872,0.38,0.284,1.4,0.7,3,0.06,0.23,1.6,0.697,0.002,196,0,196,196,13.9,0,360,18,0,0,216,0,0,0,1,0,0,5.3,0.13,0.058,0.218,0
15099,"SMELT,RAINBOW,RAW",78.77,97,17.63,2.42,1.4,0,0,0,60,0.9,30,230,290,60,1.65,0.139,0.7,36.5,0,0.01,0.12,1.45,0.638,0.15,4,0,4,4,65,3.44,50,15,15,0,0,0,0,0,0.5,0.8,31,0.1,0.452,0.641,0.885,70
16115,"SOY FLOUR,FULL-FAT,RAW",5.16,434,37.81,20.65,4.46,31.92,9.6,7.5,206,6.37,429,494,2515,13,3.92,2.92,2.275,7.5,0,0.581,1.16,4.32,1.59,0.461,345,0,345,345,190.6,0,120,6,0,0,72,0,0,0,1.95,0,0,70,2.987,4.561,11.657,0
16108,"SOYBEANS,MATURE SEEDS,RAW",8.54,446,36.49,19.94,4.87,30.16,9.3,7.33,277,15.7,280,704,1797,2,4.89,1.658,2.517,17.8,6,0.874,0.87,1.623,0.793,0.377,375,0,375,375,115.9,0,22,1,0,0,13,0,0,0,0.85,0,0,47,2.884,4.404,11.255,0
11457,"SPINACH,RAW",91.4,23,2.86,0.39,1.72,3.63,2.2,0.42,99,2.71,79,49,558,79,0.53,0.13,0.897,1,28.1,0.078,0.189,0.724,0.065,0.195,194,0,194,194,19.3,0,9377,469,0,0,5626,0,0,12198,2.03,0,0,482.9,0.063,0.01,0.165,0
11641,"SQUASH,SMMR,ALL VAR,RAW",94.64,16,1.21,0.18,0.62,3.35,1.1,2.2,15,0.35,17,38,262,2,0.29,0.051,0.175,0.2,17,0.048,0.142,0.487,0.155,0.218,29,0,29,29,6.7,0,200,10,0,0,120,0,0,2125,0.12,0,0,3,0.044,0.016,0.089,0
15175,"SQUID,MIXED SPECIES,RAW",78.55,92,15.58,1.38,1.41,3.08,0,0,32,0.68,33,221,246,44,1.53,1.891,0.035,44.8,4.7,0.02,0.412,2.175,0.5,0.056,5,0,5,5,65,1.3,33,10,10,0,0,0,0,0,1.2,0,0,0,0.358,0.107,0.524,233
9316,"STRAWBERRIES,RAW",90.95,32,0.67,0.3,0.4,7.68,2,4.89,16,0.41,13,24,153,1,0.14,0.048,0.386,0.4,58.8,0.024,0.022,0.386,0.125,0.047,24,0,24,24,5.7,0,12,1,0,0,7,0,0,26,0.29,0,0,2.2,0.015,0.043,0.155,0
15104,"STURGEON,MXD SP,RAW",76.55,105,16.14,4.04,1.1,0,0,0,13,0.7,35,211,284,54,0.42,0.041,0.025,12.6,0,0.07,0.07,8.3,0.75,0.2,15,0,15,15,56,2.2,700,210,210,0,0,0,0,0,0.5,10.3,412,0.1,0.915,1.939,0.69,60
11507,"SWEET POTATO,RAW,UNPREP",77.28,86,1.57,0.05,0.99,20.12,3,4.18,30,0.61,25,47,337,55,0.3,0.151,0.258,0.6,2.4,0.078,0.061,0.557,0.8,0.209,11,0,11,11,12.3,0,14187,709,0,7,8509,0,0,0,0.26,0,0,1.8,0.018,0.001,0.014,0
15110,"SWORDFISH,RAW",73.38,144,19.66,6.65,1.44,0,0,0,5,0.38,29,255,418,81,0.66,0.039,0.011,57.4,0,0.075,0.053,7.76,0.35,0.543,2,0,2,2,65,1.7,120,36,36,0,0,0,0,0,2.02,13.9,558,0.1,1.602,2.971,1.147,66
9221,"TANGERINE JUICE,RAW",88.9,43,0.5,0.2,0.3,10.1,0.2,9.9,18,0.2,8,14,178,1,0.03,0.025,0.037,0.1,31,0.06,0.02,0.1,0.125,0.042,5,0,5,5,6.2,0,253,13,0,14,38,214,0,166,0.13,0,0,0,0.024,0.036,0.04,0
9218,"TANGERINES,(MANDARIN ORANGES),RAW",85.17,53,0.81,0.31,0.38,13.34,1.8,10.58,37,0.15,12,20,166,2,0.07,0.042,0.039,0.1,26.7,0.058,0.036,0.376,0.216,0.078,16,0,16,16,10.2,0,681,34,0,101,155,407,0,138,0.2,0,0,0,0.039,0.06,0.065,0
11520,"TARO LEAVES,RAW",85.66,42,4.98,0.74,1.92,6.7,3.7,3.01,107,2.25,45,60,648,3,0.41,0.27,0.714,0.9,52,0.209,0.456,1.513,0.084,0.146,126,0,126,126,12.8,0,4825,241,0,0,2895,0,0,1932,2.02,0,0,108.6,0.151,0.06,0.307,0
11518,"TARO,RAW",70.64,112,1.5,0.2,1.2,26.46,4.1,0.4,43,0.55,33,84,591,11,0.23,0.172,0.383,0.7,4.5,0.095,0.025,0.6,0.303,0.283,22,0,22,22,17.3,0,76,4,0,0,35,20,0,0,2.38,0,0,1,0.041,0.016,0.083,0
11954,"TOMATILLOS,RAW",91.63,32,0.96,1.02,0.55,5.84,1.9,3.93,7,0.62,20,39,268,1,0.22,0.079,0.153,0.5,11.7,0.044,0.035,1.85,0.15,0.056,7,0,7,7,7.6,0,114,6,0,10,63,0,0,467,0.38,0,0,10.1,0.139,0.155,0.417,0
11527,"TOMATOES,GREEN,RAW",93,23,1.2,0.2,0.5,5.1,1.1,4,13,0.51,10,28,204,13,0.07,0.09,0.1,0.4,23.4,0.06,0.04,0.5,0.5,0.081,9,0,9,9,8.6,0,642,32,0,78,346,0,0,0,0.38,0,0,10.1,0.028,0.03,0.081,0
11529,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",94.52,18,0.88,0.2,0.5,3.89,1.2,2.63,10,0.27,11,24,237,5,0.17,0.059,0.114,0,13.7,0.037,0.019,0.594,0.089,0.08,15,0,15,15,6.7,0,833,42,0,101,449,0,2573,123,0.54,0,0,7.9,0.028,0.031,0.083,0
19137,"TOPPINGS,STRAWBERRY",33,254,0.2,0.1,0.4,66.3,0.7,27.38,6,0.28,4,5,51,21,0.06,0.032,0.167,0.8,13.7,0.011,0.024,0.161,0.048,0.012,6,0,6,6,9.8,0,18,1,0,0,9,0,0,9,0.1,0,0,0.7,0.005,0.014,0.05,0
15114,"TROUT,MIXED SPECIES,RAW",71.42,148,20.77,6.61,1.17,0,0,0,43,1.5,22,245,361,52,0.66,0.188,0.851,12.6,0.5,0.35,0.33,4.5,1.94,0.2,13,0,13,13,65,7.79,57,17,17,0,0,0,0,0,0.2,3.9,155,0.1,1.149,3.254,1.499,58
